10000,28
20000,49
30000,72
40000,99
50000,126
60000,151
70000,181
80000,205
90000,228
100000,256
110000,282
120000,306
130000,336
140000,372
150000,394
160000,421
170000,453
180000,476
190000,502
200000,526
210000,553
220000,576
230000,606
240000,634
250000,660
260000,690
270000,732
280000,763
290000,788
300000,816
310000,842
320000,875
330000,899
340000,926
350000,950
360000,998
370000,1003
380000,1031
390000,1064
400000,1090
410000,1117
420000,1138
430000,1168
440000,1197
450000,1224
460000,1261
470000,1282
480000,1310
490000,1342
500000,1372
510000,1394
520000,1415
530000,1497
540000,1516
550000,1550
560000,1573
570000,1605
580000,1652
590000,1658
600000,1703
610000,1713
620000,1735
630000,1771
640000,1799
650000,1832
660000,1861
670000,1895
680000,1917
690000,1940
700000,1961
710000,1999
720000,2049
730000,2063
740000,2085
750000,2118
760000,2151
770000,2183
780000,2208
790000,2233
800000,2269
810000,2302
820000,2344
830000,2360
840000,2385
850000,2421
860000,2439
870000,2481
880000,2519
890000,2532
900000,2563
910000,2607
920000,2630
930000,2667
940000,2718
950000,2703
960000,2733
970000,2764
980000,2808
990000,2829
1000000,2857
1010000,2886
1020000,2915
1030000,2947
1040000,2971
1050000,3089
1060000,3131
1070000,3151
1080000,3173
1090000,3232
1100000,3256
1110000,3323
1120000,3307
1130000,3322
1140000,3356
1150000,3396
1160000,3433
1170000,3456
1180000,3491
1190000,3529
1200000,3555
1210000,3585
1220000,3606
1230000,3644
1240000,3664
1250000,3688
1260000,3743
1270000,3755
1280000,3852
1290000,3815
1300000,3853
1310000,3862
1320000,3918
1330000,3942
1340000,4021
1350000,4031
1360000,4074
1370000,4055
1380000,4132
1390000,4124
1400000,4145
1410000,4248
1420000,4206
1430000,4274
1440000,4269
1450000,4318
1460000,4347
1470000,4379
1480000,4396
1490000,4433
1500000,4468
1510000,4500
1520000,4543
1530000,4569
1540000,4583
1550000,4630
1560000,4657
1570000,4709
1580000,4723
1590000,4768
1600000,4774
1610000,4842
1620000,4820
1630000,4935
1640000,4881
1650000,4937
1660000,4945
1670000,4972
1680000,5039
1690000,5032
1700000,5085
1710000,5125
1720000,5140
1730000,5260
1740000,5262
1750000,5240
1760000,5262
1770000,5291
1780000,5321
1790000,5336
1800000,5366
1810000,5474
1820000,5491
1830000,5474
1840000,5505
1850000,5594
1860000,5568
1870000,5617
1880000,5660
1890000,5662
1900000,5682
1910000,5737
1920000,5764
1930000,5784
1940000,5873
1950000,5860
1960000,5890
1970000,5896
1980000,5957
1990000,5968
2000000,6004
2010000,6032
2020000,6135
2030000,6097
2040000,6151
2050000,6148
2060000,6180
2070000,6209
2080000,6222
2090000,6265
2100000,6478
2110000,6523
2120000,6561
2130000,6582
2140000,6626
2150000,6643
2160000,6681
2170000,6697
2180000,6730
2190000,6715
2200000,6773
2210000,6803
2220000,6834
2230000,6920
2240000,6905
2250000,7000
2260000,6968
2270000,6975
2280000,7005
2290000,7079
2300000,7086
2310000,7095
2320000,7170
2330000,7205
2340000,7227
2350000,7237
2360000,7274
2370000,7315
2380000,7326
2390000,7340
2400000,7377
2410000,7434
2420000,7446
2430000,7490
2440000,7488
2450000,7539
2460000,7553
2470000,7639
2480000,7614
2490000,7752
2500000,7714
2510000,7805
2520000,7725
2530000,7749
2540000,7861
2550000,7815
2560000,7905
2570000,7937
2580000,7961
2590000,7980
2600000,8022
2610000,8048
2620000,8087
2630000,8117
2640000,8223
2650000,8144
2660000,8178
2670000,8219
2680000,8241
2690000,8275
2700000,8308
2710000,8366
2720000,8390
2730000,8378
2740000,8438
2750000,8430
2760000,8454
2770000,8505
2780000,8503
2790000,8631
2800000,8597
2810000,8663
2820000,8756
2830000,8699
2840000,8753
2850000,8761
2860000,8790
2870000,8796
2880000,8883
2890000,8920
2900000,8975
2910000,9029
2920000,9002
2930000,9057
2940000,9081
2950000,9088
2960000,9078
2970000,9143
2980000,9173
2990000,9198
3000000,9232
3010000,9290
3020000,9322
3030000,9368
3040000,9342
3050000,9427
3060000,9416
3070000,9424
3080000,9468
3090000,9503
3100000,9491
3110000,9577
3120000,9681
3130000,9620
3140000,9689
3150000,9729
3160000,9755
3170000,9797
3180000,9884
3190000,9874
3200000,9861
3210000,9909
3220000,9939
3230000,10040
3240000,9968
3250000,10130
3260000,10045
3270000,10100
3280000,10142
3290000,10184
3300000,10174
3310000,10191
3320000,10255
3330000,10318
3340000,10316
3350000,10339
3360000,10369
3370000,10430
3380000,10479
3390000,10457
3400000,10535
3410000,10537
3420000,10595
3430000,10622
3440000,10634
3450000,10624
3460000,10701
3470000,10726
3480000,10746
3490000,10767
3500000,10817
3510000,10845
3520000,10889
3530000,10932
3540000,10951
3550000,10982
3560000,11013
3570000,10986
3580000,11032
3590000,11098
3600000,11105
3610000,11133
3620000,11218
3630000,11191
3640000,11173
3650000,11231
3660000,11282
3670000,11303
3680000,11346
3690000,11434
3700000,11434
3710000,11612
3720000,11459
3730000,11562
3740000,11568
3750000,11532
3760000,11616
3770000,11711
3780000,11693
3790000,11717
3800000,11899
3810000,11786
3820000,11813
3830000,11868
3840000,11927
3850000,11889
3860000,11971
3870000,11994
3880000,11999
3890000,12004
3900000,12014
3910000,12096
3920000,12115
3930000,12133
3940000,12145
3950000,12189
3960000,12252
3970000,12298
3980000,12347
3990000,12385
4000000,12336
4010000,12427
4020000,12406
4030000,12437
4040000,12480
4050000,12552
4060000,12575
4070000,12579
4080000,12568
4090000,12651
4100000,12712
4110000,12709
4120000,12716
4130000,12815
4140000,12824
4150000,12855
4160000,12833
4170000,12861
4180000,12923
4190000,12964
4200000,13344
4210000,13363
4220000,13434
4230000,13455
4240000,13440
4250000,13480
4260000,13583
4270000,13615
4280000,13735
4290000,13638
4300000,13720
4310000,13723
4320000,13699
4330000,13800
4340000,13804
4350000,13850
4360000,13842
4370000,13834
4380000,13949
4390000,13975
4400000,13976
4410000,14070
4420000,14134
4430000,14104
4440000,14142
4450000,14184
4460000,14155
4470000,14368
4480000,14273
4490000,14268
4500000,14295
4510000,14414
4520000,14343
4530000,14359
4540000,14458
4550000,14519
4560000,14542
4570000,14656
4580000,14533
4590000,14529
4600000,14612
4610000,14685
4620000,14665
4630000,14668
4640000,14779
4650000,14730
4660000,14876
4670000,14894
4680000,14861
4690000,14909
4700000,14957
4710000,14958
4720000,14984
4730000,15092
4740000,15077
4750000,15102
4760000,15111
4770000,15174
4780000,15165
4790000,15261
4800000,15308
4810000,15332
4820000,15349
4830000,15370
4840000,15433
4850000,15418
4860000,15450
4870000,15522
4880000,15472
4890000,15502
4900000,15622
4910000,15616
4920000,15617
4930000,15718
4940000,15727
4950000,15701
4960000,15757
4970000,15806
4980000,15902
4990000,15854
5000000,15941
5010000,15892
