10000,95
20000,136
30000,203
40000,285
50000,358
60000,440
70000,526
80000,600
90000,676
100000,763
110000,832
120000,907
130000,978
140000,1116
150000,1195
160000,1265
170000,1351
180000,1422
190000,1508
200000,1593
210000,1728
220000,1755
230000,1825
240000,1899
250000,1978
260000,2061
270000,2236
280000,2333
290000,2425
300000,2495
310000,2576
320000,2697
330000,2731
340000,2826
350000,2914
360000,2994
370000,3060
380000,3157
390000,3255
400000,3339
410000,3424
420000,3484
430000,3586
440000,3675
450000,3756
460000,3826
470000,3907
480000,3990
490000,4068
500000,4158
510000,4261
520000,4351
530000,4614
540000,4719
550000,4806
560000,4855
570000,4960
580000,5087
590000,5116
600000,5230
610000,5312
620000,5376
630000,5466
640000,5580
650000,5655
660000,5770
670000,5818
680000,5901
690000,6003
700000,6115
710000,6166
720000,6241
730000,6370
740000,6407
750000,6547
760000,6588
770000,6671
780000,6768
790000,6925
800000,6962
810000,7044
820000,7166
830000,7282
840000,7307
850000,7433
860000,7478
870000,7622
880000,7635
890000,7736
900000,7878
910000,7968
920000,8070
930000,8106
940000,8241
950000,8327
960000,8389
970000,8506
980000,8528
990000,8692
1000000,8720
1010000,8827
1020000,8938
1030000,8990
1040000,9108
1050000,9853
1060000,9660
1070000,9813
1080000,9832
1090000,9962
1100000,9996
1110000,10209
1120000,10250
1130000,10268
1140000,10442
1150000,10548
1160000,10585
1170000,10727
1180000,10826
1190000,10915
1200000,10905
1210000,11004
1220000,11124
1230000,11251
1240000,11345
1250000,11475
1260000,11475
1270000,11597
1280000,11723
1290000,11724
1300000,11833
1310000,11917
1320000,12117
1330000,12127
1340000,12234
1350000,12340
1360000,12490
1370000,12537
1380000,12721
1390000,12739
1400000,12840
1410000,12841
1420000,12958
1430000,13121
1440000,13136
1450000,13310
1460000,13316
1470000,13460
1480000,13562
1490000,13617
1500000,13784
1510000,13816
1520000,13910
1530000,13931
1540000,14001
1550000,14131
1560000,14320
1570000,14288
1580000,14549
1590000,14584
1600000,14601
1610000,14875
1620000,14859
1630000,14952
1640000,14981
1650000,15152
1660000,15177
1670000,15265
1680000,15428
1690000,15516
1700000,15620
1710000,15859
1720000,15830
1730000,15807
1740000,15994
1750000,15992
1760000,16175
1770000,16133
1780000,16253
1790000,16430
1800000,16466
1810000,16625
1820000,16611
1830000,16728
1840000,16916
1850000,17003
1860000,16997
1870000,17189
1880000,17193
1890000,17271
1900000,17498
1910000,17563
1920000,17660
1930000,17730
1940000,17552
1950000,17931
1960000,17967
1970000,18139
1980000,18113
1990000,18196
2000000,18441
2010000,18582
2020000,18549
2030000,18571
2040000,18659
2050000,18843
2060000,18867
2070000,18941
2080000,19044
2090000,19131
2100000,20012
2110000,20148
2120000,20358
2130000,20393
2140000,20368
2150000,20636
2160000,20722
2170000,20812
